Portfolio Name,Category,Set,Product Name,Card Number,Rarity,Variance,Grade,Card Condition,Average Cost Paid,Quantity,Market Price (As of 2026-02-12),Price Override,Watchlist,Date Added,Notes
Main,Pokemon,Terastal Festival ex,Roaring Moon ex (JP),218/187,Special Art Rare,Holofoil,Ungraded,Near Mint,0,1,42.75,0,false,2025-07-15,
Main,Pokemon,Terastal Festival ex,Sylveon ex (JP),212/187,Special Art Rare,Holofoil,Ungraded,Near Mint,150.0000,1,162.15,0,false,2025-06-04,
Main,Pokemon,Terastal Festival ex,Umbreon ex (JP),217/187,Special Art Rare,Holofoil,Ungraded,Near Mint,400.0000,1,451.61,0,false,2025-06-04,
Main,Pokemon,Terastal Festival ex,Vaporeon ex (JP),205/187,Special Art Rare,Holofoil,Ungraded,Near Mint,0,1,70.83,0,false,2025-06-07,
Main,Pokemon,Triumphant,Gengar (Prime) ,94,Ultra Rare,Holofoil,Ungraded,Moderately Played,300.0000,1,385.66,0,false,2025-09-20,
Main,Pokemon,Twilight Masquerade,Carmine ,217/167,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,76.62,0,false,2026-02-05,
Main,Pokemon,Twilight Masquerade,Eevee ,188/167,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,84.01,0,false,2025-11-09,
Main,Pokemon,Twilight Masquerade,Hisuian Growlithe ,181/167,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,28.89,0,false,2025-08-10,
Main,Pokemon,Twilight Masquerade,Infernape ,173/167,Illustration Rare,Holofoil,Ungraded,Near Mint,0,2,13.63,0,false,2025-06-01,
Main,Pokemon,Twilight Masquerade,Perrin ,220/167,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,136.25,0,false,2025-09-22,
Main,Pokemon,Ultra Shiny GX,Zygarde GX (JP),225/150,Secret Rare,Holofoil,Ungraded,Near Mint,0,1,28.07,0,false,2025-11-20,
Main,Pokemon,Unbroken Bonds,Gardevoir & Sylveon GX ,130,Ultra Rare,Holofoil,Ungraded,Near Mint,55.0000,1,78.2,0,false,2025-07-30,
Main,Pokemon,Unbroken Bonds,Gardevoir & Sylveon GX (205) (Full Art) ,205,Ultra Rare,Holofoil,Ungraded,Near Mint,550.0000,1,750.72,0,false,2025-07-30,
Main,Pokemon,Unbroken Bonds,Greninja & Zoroark GX (201) (Full Art) ,201,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,395.32,0,false,2026-01-09,
Main,Pokemon,Unbroken Bonds,Marshadow & Machamp GX (199) (Full Art) ,199,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,318.89,0,false,2026-02-05,
Main,Pokemon,Unbroken Bonds,Muk & Alolan Muk GX (197) (Full Art) ,197,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,143.07,0,false,2026-01-25,
Main,Pokemon,Unified Minds,Mega Sableye & Tyranitar GX (Alternate Art) ,226/236,Ultra Rare,Holofoil,Ungraded,Near Mint,400.0000,1,458.36,0,false,2025-12-10,
Main,Pokemon,Unified Minds,Raichu & Alolan Raichu GX (Alternate Full Art) ,221/236,Ultra Rare,Holofoil,Ungraded,Heavily Played,100.0000,1,257.01,0,false,2025-09-22,
Main,Pokemon,VSTAR Universe,Grant (JP),238/172,Secret Rare,Holofoil,Ungraded,Near Mint,0,1,9.42,0,false,2026-02-05,
Main,Pokemon,VSTAR Universe,Keldeo (JP),179/172,Secret Rare,Holofoil,Ungraded,Near Mint,0,1,7.66,0,false,2025-07-05,
Main,Pokemon,VSTAR Universe,Lunatone (JP),184/172,Secret Rare,Holofoil,Ungraded,Near Mint,0,1,5.32,0,false,2025-07-05,
Main,Pokemon,VSTAR Universe,Solrock (JP),189/172,Secret Rare,Holofoil,Ungraded,Near Mint,0,1,4.75,0,false,2025-07-05,
Main,Pokemon,White Flare,Oshawott ,105/086,Illustration Rare,Holofoil,Ungraded,Near Mint,50.0000,1,64.62,0,false,2025-09-20,
Main,Pokemon,Wild Force,Cinccino (JP),083/071,Art Rare,Holofoil,Ungraded,Near Mint,0,1,13.83,0,false,2025-06-01,
Main,Pokemon,Wild Force,Minccino (JP),082/071,Art Rare,Holofoil,Ungraded,Near Mint,0,1,11.78,0,false,2025-07-05,
Main,Pokemon,XY - Fates Collide,Umbreon EX ,55,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,49.06,0,false,2025-06-26,
Main,Pokemon,XY Promos,Blastoise EX  ,XY122,Promo,Holofoil,Ungraded,Near Mint,175.0000,1,301.71,0,false,2025-10-02,
Main,Pokemon,XY Promos,Celebi  ,XY111,Promo,Holofoil,Ungraded,Near Mint,0,1,49.76,0,false,2025-12-04,
Main,Pokemon,XY Promos,Charizard EX  ,XY121,Promo,Holofoil,Ungraded,Near Mint,230.0000,1,176.83,0,false,2025-10-02,
Main,Pokemon,XY Promos,Darkrai  ,XY114,Promo,Holofoil,Ungraded,Heavily Played,20.0000,1,31.93,0,false,2025-10-26,
Main,Pokemon,XY Promos,Floette ,XY139,Promo,Holofoil,Ungraded,Near Mint,0,1,2.12,0,false,2025-11-20,
Main,Pokemon,XY Promos,Genesect ,XY119,Promo,Holofoil,Ungraded,Near Mint,0,1,30.09,0,false,2026-02-05,
Main,Pokemon,XY Promos,Jirachi  ,XY112,Promo,Holofoil,Ungraded,Near Mint,40.0001,1,55.78,0,false,2025-09-02,
Main,Pokemon,XY Promos,Keldeo  ,XY118,Promo,Holofoil,Ungraded,Near Mint,0,1,28.61,0,false,2025-11-01,
Main,Pokemon,XY Promos,Manaphy ,XY113,Promo,Holofoil,Ungraded,Near Mint,30.0000,1,54.67,0,false,2025-10-02,
Main,Pokemon,XY Promos,M Gengar EX ,XY166,Promo,Holofoil,Ungraded,Moderately Played,250.0001,1,318.46,0,false,2025-10-19,
Main,Pokemon,XY Promos,Pikachu EX  ,XY124,Promo,Holofoil,Ungraded,Heavily Played,120.0000,1,257.95,0,false,2025-10-22,
Main,Pokemon,XY Promos,Shaymin  ,XY115,Promo,Holofoil,Ungraded,Near Mint,53.0000,1,72.79,0,false,2025-10-02,
Main,Pokemon,XY Promos,Venusaur EX  ,XY123,Promo,Holofoil,Ungraded,Lightly Played,180.0000,1,229.22,0,false,2025-10-26,
Main,Pokemon,XY Promos,Victini  ,XY117,Promo,Holofoil,Ungraded,Near Mint,23.0001,1,54.38,0,false,2025-10-02,
Main 2,Pokemon,Astral Radiance Trainer Gallery,Gardevoir ,TG05/TG30,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,6.71,0,false,2026-02-04,
Main 2,Pokemon,Beat of the Frontier,Blaziken (JP),019/100,Rare,1st Edition,Ungraded,Near Mint,0,1,13.36,0,false,2026-02-04,
Main 2,Pokemon,Black Bolt,Cinccino (JP),158/086,Art Rare,Holofoil,Ungraded,Near Mint,0,1,11.03,0,false,2026-02-04,
Main 2,Pokemon,BREAKpoint,All-Night Party ,96,Uncommon,Normal,Ungraded,Near Mint,0,1,0.95,0,false,2026-02-04,
Main 2,Pokemon,Burning Shadows,Gardevoir GX ,93/147,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,7.12,0,false,2026-02-04,
Main 2,Pokemon,Celebrations,Mew ,011/025,Holo Rare,Holofoil,Ungraded,Near Mint,0.0000,2,3.65,0,false,2026-02-04,
Main 2,Pokemon,Celebrations: Classic Collection,Gardevoir ex (Delta Species) ,93/101,Classic Collection,Holofoil,Ungraded,Near Mint,0,1,10.56,0,false,2026-02-04,
Main 2,Pokemon,Champion's Path,Gardevoir V ,16/73,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,2,1.94,0,false,2026-02-04,
Main 2,Pokemon,Champion's Path,Gardevoir V (Full Art) ,70/73,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,4.58,0,false,2026-02-04,
Main 2,Pokemon,Champion's Path,Gardevoir VMAX ,17/73,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,4.31,0,false,2026-02-05,
Main 2,Pokemon,Champion's Path,Gardevoir VMAX (Secret) ,76/73,Secret Rare,Holofoil,Ungraded,Near Mint,0.0000,1,19.92,0,false,2026-02-04,
Main 2,Pokemon,Crimson Haze,Eevee (JP),078/066,Art Rare,Holofoil,Ungraded,Near Mint,0.0000,1,43.31,0,false,2026-02-04,
Main 2,Pokemon,Destined Rivals,Blaziken ,192/182,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,13.36,0,false,2026-02-05,
Main 2,Pokemon,Destined Rivals,Team Rocket's Meowth ,203/182,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,25.31,0,false,2026-02-08,
Main 2,Pokemon,EX Battle Stadium,Gardevoir ,7,Rare,Normal,Ungraded,Near Mint,0,1,14.26,0,false,2026-02-08,
Main 2,Pokemon,EX Crystal Guardians,Wigglytuff ,13,Holo Rare,Holofoil,Ungraded,Near Mint,0,1,26.29,0,false,2026-02-08,
Main 2,Pokemon,EX Dragon Frontiers,Kirlia (Delta Species) ,33/101,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,98.25,0,false,2026-02-04,
Main 2,Pokemon,EX Dragon Frontiers,Ralts (Delta Species) ,61/101,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,28.04,0,false,2026-02-04,
Main 2,Pokemon,EX Emerald,Gardevoir ,4,Holo Rare,Holofoil,Ungraded,Near Mint,0,1,61.04,0,false,2026-02-04,
Main 2,Pokemon,EX Emerald,Kirlia ,33,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,35.51,0,false,2026-02-04,
Main 2,Pokemon,EX Emerald,Ralts ,61,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,15.44,0,false,2026-02-04,
Main 2,Pokemon,EX FireRed & LeafGreen,Pidgeot ,10,Holo Rare,Holofoil,Ungraded,Near Mint,0,1,19.61,0,false,2026-02-08,
Main 2,Pokemon,EX Sandstorm,Wally's Training ,89,Uncommon,Normal,Ungraded,Near Mint,0,1,1,0,false,2026-02-04,
Main 2,Pokemon,EX Team Magma vs Team Aqua (Japanese),Houndoom (JP),020/080,Rare,Holofoil,Ungraded,Near Mint,0,1,32.83,0,false,2026-02-04,
Main 2,Pokemon,EX Unseen Forces,Ursaring ,18/115,Holo Rare,Holofoil,Ungraded,Heavily Played,0.0000,1,19.88,0,false,2026-02-08,
Main 2,Pokemon,Gem Pack Vol. 3,Gardevoir (Shiny Pattern) (CN),0606/07,Rare,Holofoil,Ungraded,Near Mint,0,1,4.52,0,false,2026-02-08,
Main 2,Pokemon,Guardians Rising,Metagross GX (Secret) ,157/145,Secret Rare,Holofoil,Ungraded,Damaged,15.0000,1,14.4,0,false,2026-02-04,
Main 2,Pokemon,Hidden Fates: Shiny Vault,Kirlia ,SV35/SV94,Shiny Holo Rare,Holofoil,Ungraded,Near Mint,0,1,6.78,0,false,2026-02-04,
Main 2,Pokemon,Hidden Fates: Shiny Vault,Ralts ,SV34/SV94,Shiny Holo Rare,Holofoil,Ungraded,Near Mint,0,1,6.6,0,false,2026-02-04,
Main 2,Pokemon,Incandescent Arcana,Gardevoir (JP),072/068,Secret Rare,Holofoil,Ungraded,Near Mint,0,2,7.24,0,false,2026-02-04,
Main 2,Pokemon,Legendary Treasures: Radiant Collections,Gardevoir ,RC10,Uncommon,Holofoil,Ungraded,Near Mint,0,1,14.29,0,false,2026-02-04,
Main 2,Pokemon,Legendary Treasures: Radiant Collections,Kirlia ,RC9,Common,Holofoil,Ungraded,Near Mint,0,1,8.18,0,false,2026-02-04,
Main 2,Pokemon,Legendary Treasures: Radiant Collections,Ralts ,RC8,Common,Holofoil,Ungraded,Near Mint,0,1,10.92,0,false,2026-02-04,
Main 2,Pokemon,Lost Origin,Radiant Gardevoir ,069/196,Radiant Rare,Holofoil,Ungraded,Near Mint,0,1,0.88,0,false,2026-02-04,
Main 2,Pokemon,Lost Thunder,Gardevoir ,141,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,0.0000,1,4.59,0,false,2026-02-04,
Main 2,Pokemon,MEGA Dream ex,Drakloak ,212/193,Art Rare,Holofoil,Ungraded,Near Mint,0,1,1.87,0,false,2026-02-08,
Main 2,Pokemon,MEGA Dream ex,Dreepy ,211/193,Art Rare,Holofoil,Ungraded,Near Mint,0,1,2.74,0,false,2026-02-08,
Main 2,Pokemon,Mega Evolution,Mega Gardevoir ex ,060/132,Double Rare,Holofoil,Ungraded,Near Mint,0,1,0.77,0,false,2026-02-04,
Main 2,Pokemon,Mega Symphonia,Mega Gardevoir ex (JP),078/063,Super Rare,Holofoil,Ungraded,Near Mint,0,1,11.4,0,false,2026-02-04,
Main 2,Pokemon,Mega Symphonia,Ralts (JP),040/063,Common,Normal,Ungraded,Near Mint,0.0000,1,1.95,0,false,2026-02-04,
Main 2,Pokemon,Obsidian Flames,Eiscue ex  ,222/197,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,6.6,0,false,2026-02-04,
Main 2,Pokemon,Obsidian Flames,Lechonk  ,209/197,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,9.08,0,false,2026-02-05,
Main 2,Pokemon,Paldean Fates,Gardevoir ex ,217/091,Shiny Ultra Rare,Holofoil,Ungraded,Near Mint,10.0000,1,7.55,0,false,2026-02-04,
Main 2,Pokemon,Paldean Fates,Mew ex  ,216/091,Shiny Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,33.34,0,false,2026-02-07,
Main 2,Pokemon,Pokemon 151,Mew ex (JP),151/165,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,3.42,0,false,2026-02-04,
Main 2,Pokemon,POP Series 9,Lopunny ,9,Uncommon,Holofoil,Ungraded,Near Mint,0,1,2.95,0,false,2026-02-08,
Main 2,Pokemon,Primal Clash,Gardevoir EX ,105,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,12.82,0,false,2026-02-04,
Main 2,Pokemon,Scarlet & Violet Base Set,Gardevoir ex  ,228/198,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,5.95,0,false,2026-02-04,
Main 2,Pokemon,Scarlet & Violet Promo,Charizard ex ,074,Promo,Holofoil,Ungraded,Near Mint,0,1,27.03,0,false,2026-02-04,
Main 2,Pokemon,Scarlet & Violet Promo,Reuniclus  ,212,Promo,Holofoil,Ungraded,Near Mint,0,1,2.27,0,false,2026-02-08,
Main 2,Pokemon,Scarlet & Violet Promo,Sylveon ,172,Promo,Holofoil,Ungraded,Near Mint,0,1,2.98,0,false,2026-02-04,
Main 2,Pokemon,Secret Wonders,Gardevoir ,7,Holo Rare,Reverse Holofoil,Ungraded,Heavily Played,0.0000,1,20.58,0,false,2026-02-08,
Main 2,Pokemon,Shining Darkness,Kirlia (JP),DPBP#331,Uncommon,Normal,Ungraded,Near Mint,0,1,3.1,0,false,2026-02-04,
Main 2,Pokemon,Shiny Treasure ex,Kirlia (JP),259/190,Shiny,Holofoil,Ungraded,Near Mint,0,1,5.23,0,false,2026-02-04,
Main 2,Pokemon,Sun & Moon Promo,Garchomp & Giratina GX  ,SM193,Promo,Holofoil,Ungraded,Near Mint,0,1,114.63,0,false,2026-02-08,
Main 2,Pokemon,Sun & Moon Promo,Mew  ,SM215,Promo,Holofoil,Ungraded,Near Mint,0,1,23.67,0,false,2026-02-04,
Main 2,Pokemon,Surging Sparks,Latias ex ,220/191,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,7.93,0,false,2026-02-04,
Main 2,Pokemon,SV: 151,Mew ex ,205/165,Hyper Rare,Holofoil,Ungraded,Near Mint,0.0000,1,26.54,0,false,2026-02-04,
Main 2,Pokemon,SV: 151,Mew ex ,193/165,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,34.54,0,false,2026-02-04,
Main 2,Pokemon,Sword & Shield Promo,Dark Sylveon V ,SWSH134,Promo,Holofoil,Ungraded,Near Mint,0,1,9.83,0,false,2026-02-04,
Main 2,Pokemon,Sword & Shield Promo,Eevee ,SWSH095,Promo,Holofoil,Ungraded,Near Mint,0,1,3.5,0,false,2026-02-04,
Main 2,Pokemon,Sword & Shield Promo,Galarian Articuno ,SWSH282,Promo,Holofoil,Ungraded,Near Mint,0,1,4.69,0,false,2026-02-05,
Main 2,Pokemon,Sword & Shield Promo,Galarian Moltres ,SWSH284,Promo,Holofoil,Ungraded,Near Mint,0,1,14.72,0,false,2026-02-05,
Main 2,Pokemon,Sword & Shield Promo,Galarian Zapdos ,SWSH283,Promo,Holofoil,Ungraded,Near Mint,0,1,3.85,0,false,2026-02-05,
Main 2,Pokemon,Sword & Shield Promo,Umbreon ,SWSH129,Promo,Holofoil,Ungraded,Near Mint,10.0000,1,23.58,0,false,2026-02-04,
Main 2,Pokemon,Team Rocket (Japanese),Dark Slowbro (JP),080,Rare,Holofoil,Ungraded,Near Mint,0,1,21.24,0,false,2026-02-04,
Main 2,Pokemon,Terastal Festival ex,Dragapult ex (JP),221/187,Special Art Rare,Holofoil,Ungraded,Near Mint,0,1,22.14,0,false,2026-02-08,
Main 2,Pokemon,Terastal Festival ex,Eevee ex (JP),126/187,Double Rare,Holofoil,Ungraded,Near Mint,0,1,2.77,0,false,2026-02-04,
Main 2,Pokemon,Terastal Festival ex,Espeon ex (JP),063/187,Double Rare,Holofoil,Ungraded,Near Mint,0,1,3,0,false,2026-02-04,
Main 2,Pokemon,Terastal Festival ex,Flareon ex (JP),022/187,Double Rare,Holofoil,Ungraded,Near Mint,0,2,3.56,0,false,2026-02-04,
Main 2,Pokemon,Terastal Festival ex,Glaceon ex (JP),041/187,Double Rare,Holofoil,Ungraded,Near Mint,0,1,2.7,0,false,2026-02-04,
Main 2,Pokemon,Terastal Festival ex,Jolteon ex (JP),052/187,Double Rare,Holofoil,Ungraded,Near Mint,0,1,3.24,0,false,2026-02-04,
Main 2,Pokemon,Terastal Festival ex,Leafeon ex (JP),003/187,Double Rare,Holofoil,Ungraded,Near Mint,0,1,3.44,0,false,2026-02-04,
Main 2,Pokemon,Terastal Festival ex,Prime Catcher (JP),148/187,ACE SPEC Rare,Holofoil,Ungraded,Near Mint,0,1,6.09,0,false,2026-02-04,
Main 2,Pokemon,Terastal Festival ex,Sylveon ex (JP),069/187,Double Rare,Holofoil,Ungraded,Near Mint,0,1,3.96,0,false,2026-02-04,
Main 2,Pokemon,Terastal Festival ex,Umbreon ex (JP),093/187,Double Rare,Holofoil,Ungraded,Near Mint,0,1,4.7,0,false,2026-02-04,
Main 2,Pokemon,Terastal Festival ex,Vaporeon ex (JP),031/187,Double Rare,Holofoil,Ungraded,Near Mint,0,1,3.72,0,false,2026-02-04,
Main 2,Pokemon,Triumphant,Machamp (Prime) ,95,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,42.46,0,false,2026-02-08,
Main 2,Pokemon,VMAX Climax,Gardevoir (JP),196/184,Secret Rare,Holofoil,Ungraded,Near Mint,0,1,6.06,0,false,2026-02-04,
Main 2,Pokemon,VSTAR Universe,Mew (JP),052/172,Rare,Holofoil,Ungraded,Near Mint,0,1,3.11,0,false,2026-02-04,
Sealed,Pokemon,Ascended Heroes,Ascended Heroes Booster Bundle ,,,Normal,Ungraded,Near Mint,0,3,99.1,0,false,2025-12-15,
Sealed,Pokemon,Ascended Heroes,Ascended Heroes Elite Trainer Box ,,,Normal,Ungraded,Near Mint,0,3,199.08,0,false,2025-12-15,
Sealed,Pokemon,Ascended Heroes,Ascended Heroes First Partners Deluxe Pin Collection ,,,Normal,Ungraded,Near Mint,0,3,110.9,0,false,2026-02-04,
Sealed,Pokemon,Ascended Heroes,Mega Evolution: Ascended Heroes Collection - Larry ,,,Normal,Ungraded,Near Mint,0,2,51.33,0,false,2026-02-04,
Sealed,Pokemon,Ascended Heroes,Mega Evolution: Ascended Heroes Tech Sticker Collection - Charmander ,,,Normal,Ungraded,Near Mint,0,5,53.39,0,false,2026-02-04,
Sealed,Pokemon,Ascended Heroes,Premium Poster Collection: Mega Gardevoir ,,,Normal,Ungraded,Near Mint,0,1,203.13,0,false,2026-02-04,
Sealed,Pokemon,Ascended Heroes,Premium Poster Collection: Mega Lucario ,,,Normal,Ungraded,Near Mint,0,1,202.61,0,false,2026-02-04,
Sealed,Pokemon,Astral Radiance,Astral Radiance Build & Battle Box ,,,Normal,Ungraded,Near Mint,0,2,50.45,0,false,2025-10-22,
Sealed,Pokemon,Brilliant Stars,Glaceon / Leafeon VSTAR Special Collection [Set of 2] ,,,Normal,Ungraded,Near Mint,0,1,227.02,0,false,2025-10-22,
Sealed,Pokemon,Fusion Strike,Hoopa V Box ,,,Normal,Ungraded,Near Mint,0,4,85.97,0,false,2026-01-01,
Sealed,Pokemon,Mega Evolution,Mega Evolution Elite Trainer Box [Mega Lucario] ,,,Normal,Ungraded,Near Mint,0,1,109.86,0,false,2026-01-04,
Sealed,Pokemon,Mega Evolution Promos,Charcadet - 022 ,022,Promo,Holofoil,Ungraded,Near Mint,0,1,2.92,0,false,2026-02-04,
Sealed,Pokemon,Mega Evolution Promos,Mega Charizard X ex  ,023,Promo,Holofoil,Ungraded,Near Mint,0,1,45.45,0,false,2026-02-04,
Sealed,Pokemon,Mega Evolution Promos,Oricorio ex - 024 ,024,Promo,Holofoil,Ungraded,Near Mint,0,1,15.41,0,false,2026-02-04,
Sealed,Pokemon,Miscellaneous Cards & Products,Pikachu V Box ,,,Normal,Ungraded,Near Mint,0,3,59.12,0,false,2026-01-01,
Sealed,Pokemon,Miscellaneous Cards & Products,Sprigatito - 012/193 ,012/193,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,10.84,0,false,2026-02-04,
Sealed,Pokemon,Miscellaneous Cards & Products,Terapagos - 161/191 ,161/191,Rare,Reverse Holofoil,Ungraded,Near Mint,0,1,0.8,0,false,2026-02-04,
Sealed,Pokemon,Miscellaneous Cards & Products,Umbreon ex (Prismatic Evolutions Stamp) ,060/131,Promo,Holofoil,Ungraded,Near Mint,0,1,22.88,0,false,2026-02-04,
Sealed,Pokemon,Perfect Order,Perfect Order Elite Trainer Box ,,,Normal,Ungraded,Near Mint,0,1,176.1,0,false,2026-01-22,
Sealed,Pokemon,Scarlet & Violet Promo,Mimikyu ,075,Promo,Holofoil,Ungraded,Near Mint,0,1,10.58,0,false,2026-02-04,
Sealed,Pokemon,Scarlet & Violet Promo,N's Reshiram (Journey Together Stamped) ,167/159,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,23.76,0,false,2026-02-04,
Sealed,Pokemon,Scarlet & Violet Promo,Pikachu ,027,Promo,Holofoil,Ungraded,Near Mint,0,1,20.04,0,false,2026-02-04,
Sealed,Pokemon,Scarlet & Violet Promo,Thundurus - 209 ,209,Promo,Holofoil,Ungraded,Near Mint,0,2,2.26,0,false,2026-02-04,
Sealed,Pokemon,Scarlet & Violet Promo,Tornadus - 210 ,210,Promo,Holofoil,Ungraded,Near Mint,0,2,1.87,0,false,2026-02-04,
Slabs,Pokemon,Black Bolt,N's Plan ,170/086,Special Illustration Rare,Holofoil,TAG 9.0 MINT,Near Mint,0,1,105.26,0,false,2026-02-04,
Slabs,Pokemon,Celebrations: Classic Collection,______'s Pikachu ,24/53,Classic Collection,Holofoil,TAG 9.0 MINT,Near Mint,0,1,63.16,0,false,2026-02-04,
Slabs,Pokemon,Destined Rivals,Cynthia's Garchomp ex ,232/182,Special Illustration Rare,Holofoil,TAG 10.0 GEM MINT,Near Mint,0,1,680.47,0,false,2026-02-04,
Slabs,Pokemon,Evolving Skies,Umbreon VMAX ,095/203,Ultra Rare,Holofoil,TAG 9.0 MINT,Near Mint,0,1,51.23,0,false,2026-02-04,
Slabs,Pokemon,Gem Pack Vol. 3,Gengar (Full Art) (CN),0307/07,Art Rare,Holofoil,TAG 10.0 GEM MINT,Near Mint,0,1,491.27,0,false,2026-02-04,
Slabs,Pokemon,Mega Evolution Promos,Charcadet - 022 ,022,Promo,Holofoil,TAG 10.0 GEM MINT,Near Mint,0,1,85.62,0,false,2026-02-04,
Slabs,Pokemon,Neo Genesis (Japanese),Typhlosion (JP),157,Rare,Holofoil,PSA 9.0 MINT,Near Mint,0,1,169.65,0,false,2026-02-04,
Slabs,Pokemon,Paradise Dragona,Latias ex (JP),087/064,Special Art Rare,Holofoil,PSA 10.0 GEM - MT,Near Mint,0,1,222.22,0,false,2026-02-04,
Slabs,Pokemon,Paradise Dragona,Latios (JP),070/064,Art Rare,Holofoil,PSA 10.0 GEM - MT,Near Mint,0,1,64.01,0,false,2026-02-04,
Slabs,Pokemon,Phantom Forces,Gengar EX (114 Full Art) ,114,Ultra Rare,Holofoil,TAG 6.5 EX MT+,Near Mint,0,1,0,700,false,2026-02-04,
Slabs,Pokemon,Scarlet & Violet Promo,Espeon ex - 175 ,SVP 175,Promo,Holofoil,TAG 6.5 EX MT+,Near Mint,0,1,0,40,false,2026-02-04,
Slabs,Pokemon,Scarlet & Violet Promo,Kingdra ex ,131,Promo,Holofoil,TAG 9.0 MINT,Near Mint,0,1,112.29,0,false,2026-02-04,
Slabs,Pokemon,Scarlet & Violet Promo,Umbreon ex - 176 ,SVP 176,Promo,Holofoil,TAG 9.0 MINT,Near Mint,0,1,120.23,0,false,2026-02-04,
Slabs,Pokemon,Shining Synergy (Shower),Pikachu (CN),153/150,CHR,Holofoil,TAG 10.0 GEM MINT,Near Mint,0,1,0,120,false,2026-02-04,
Slabs,Pokemon,Stellar Crown,Dachsbun ex ,169/142,Special Illustration Rare,Holofoil,TAG 10.0 GEM MINT,Near Mint,0,1,161.42,0,false,2026-02-04,
Slabs,Pokemon,Sun & Moon Promo,Espeon & Deoxys GX  ,SM240,Promo,Holofoil,PSA 9.0 MINT,Near Mint,270.0001,1,239.5,0,false,2026-02-04,
Slabs,Pokemon,Sun & Moon Promo,Pikachu  ,SM162,Promo,Holofoil,TAG 9.0 MINT,Near Mint,0,1,317.22,0,false,2026-02-04,
Slabs,Pokemon,Sun & Moon Promo,Umbreon & Darkrai GX  ,SM241,Promo,Holofoil,PSA 9.0 MINT,Near Mint,355.0000,1,298.67,0,false,2026-02-04,
Slabs,Pokemon,Surging Sparks,Latias ex ,239/191,Special Illustration Rare,Holofoil,TAG 10.0 GEM MINT,Near Mint,0,1,639.18,0,false,2026-02-04,
Slabs,Pokemon,Sword & Shield Promo,Gengar (Prerelease) ,SWSH241,Promo,Holofoil,TAG 10.0 GEM MINT,Near Mint,0,1,184.94,0,false,2026-02-04,
Slabs,Pokemon,Twilight Masquerade,Hisuian Growlithe ,181/167,Illustration Rare,Holofoil,TAG 10.0 GEM MINT,Near Mint,0,1,148.32,0,false,2026-02-04,
sold,Pokemon,Alter Genesis,Arceus & Dialga & Palkia GX (JP),065/095,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,22.64,0,false,2025-07-30,
sold,Pokemon,Alter Genesis,Mega Lopunny & Jigglypuff GX (JP),073/095,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,13.98,0,false,2025-10-30,
sold,Pokemon,Alter Genesis,Naganadel & Guzzlord GX (JP),066/095,Ultra Rare,Holofoil,Ungraded,Near Mint,0,1,9.79,0,false,2025-07-04,
sold,Pokemon,Alternate Art Promos,Dedenne GX  ,195a/214,Promo,Holofoil,Ungraded,Near Mint,0,1,26.85,14.83,false,2025-05-28,
sold,Pokemon,Alternate Art Promos,M Lucario EX ,55a,Promo,Holofoil,Ungraded,Near Mint,0,1,93.36,0,false,2025-05-27,
sold,Pokemon,Ancient Origins,Eevee ,63,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,2.08,0,false,2025-08-24,
sold,Pokemon,Ancient Origins,Eevee ,63,Common,Normal,Ungraded,Near Mint,0,2,0.59,0,false,2025-08-24,
sold,Pokemon,Ancient Origins,Gyarados (21) ,21,Holo Rare,Holofoil,Ungraded,Near Mint,0,1,70.91,0,false,2025-06-01,
